ID,Acceleration,Added on,Age,Aggression,Agility,Att. WR,Balance,Ball Control,Club,Composure,Crossing,Curve,Def. WR,Defending,Diving,Dribbling,FK. Accuracy,Finishing,Foot,Fullname,Handling,Heading Accuracy,Height,Interceptions,Intl. Rep,Jumping,Kicking,League,Long Passing,Long Shots,Marking,Nation,Origin,Pace,Passing,Penalties,Physicality,Positioning,R.Face,Reactions,Reflexes,Revision,Shooting,Short Passing,Shot Power,Skills,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys,Weak Foot,Weight
2007,69,2018-09-19,28 years old,91,77,High,82,91,Stoke City,83,72,54,High,73,,91,72,70,Right,Joe Allen,,77,"168cm | 5'6""",73,2,73,,EFL Championship,73,68,77,Wales,N\A,69,74,67,73,65,,82,,Normal,65,73,70,3,52,71,81,52,81,74,68,3,62
2008,77,2018-09-19,24 years old,95,79,High,78,77,FC Schalke 04,76,65,61,High,58,,77,65,74,Right,Alessandro Schöpf,,59,"178cm | 5'10""",58,1,70,,Bundesliga,76,72,59,Austria,N\A,77,70,68,70,71,,78,,Normal,71,76,74,3,44,78,62,44,62,70,72,4,74
2009,79,2018-09-19,21 years old,71,76,Med,69,73,FC Schalke 04,73,70,51,Med,35,,73,70,79,Right,Breel Embolo,,42,"185cm | 6'1""",35,2,77,,Bundesliga,59,75,42,Switzerland,N\A,79,68,77,77,72,,69,,CL,72,59,79,3,71,76,73,71,73,68,75,4,86
2010,72,2018-09-19,29 years old,79,72,High,65,62,FC Schalke 04,76,60,70,Med,75,,62,60,66,Left,Bastian Oczipka,,74,"185cm | 6'1""",75,2,77,,Bundesliga,81,50,74,Germany,N\A,72,73,75,77,59,,65,,Normal,59,81,66,2,68,66,75,68,75,73,50,2,85
2011,79,2018-09-19,24 years old,74,77,High,78,75,FC Schalke 04,74,55,23,Med,74,,75,55,64,Left,Abdul Rahman Baba,,71,"179cm | 5'10""",74,2,70,,Bundesliga,79,48,71,Ghana,N\A,79,67,60,70,51,,78,,CL,51,79,64,3,67,80,76,67,76,67,48,3,70
2012,73,2018-09-19,29 years old,69,75,High,66,59,FC Schalke 04,77,74,49,Med,46,,59,74,77,Right,Franco Di Santo,,43,"193cm | 6'4""",46,2,75,,Bundesliga,62,73,43,Argentina,N\A,73,70,78,75,76,,66,,CL,76,62,77,3,73,68,60,73,60,70,73,3,88
2013,71,2018-09-19,21 years old,69,72,High,67,65,1. FSV Mainz 05,77,59,54,Med,78,,65,59,60,Left,Aarón Martín Caricol,,79,"180cm | 5'11""",78,1,65,,Bundesliga,74,33,79,Spain,N\A,71,68,55,65,38,,67,,Normal,38,74,60,3,73,70,61,73,61,68,33,3,72
2014,66,2018-09-19,28 years old,90,75,High,74,75,1. FSV Mainz 05,75,77,59,High,72,,75,77,70,Right,Danny Latza,,72,"179cm | 5'10""",72,1,76,,Bundesliga,71,33,72,Germany,N\A,66,75,75,76,55,,74,,Normal,55,71,70,3,61,68,73,61,73,75,33,4,76
2015,81,2018-09-19,25 years old,67,84,Med,89,84,RC Celta,68,75,63,Low,27,,84,75,72,Right,Sofiane Boufal,,19,"170cm | 5'7""",27,2,48,,LaLiga Santander,69,68,19,Morocco,N\A,81,72,71,48,68,,89,,Normal,68,69,72,4,35,84,34,35,34,72,68,4,60
2016,37,2018-09-19,33 years old,73,57,Med,59,63,RC Celta,75,49,48,Med,77,,63,49,40,Right,Gustavo Cabral,,78,"182cm | 6'0""",77,2,78,,LaLiga Santander,35,26,78,Argentina,N\A,37,55,50,78,33,,59,,Normal,33,35,40,2,79,38,87,79,87,55,26,3,81
2017,81,2018-09-19,23 years old,44,74,Med,52,57,RC Celta,66,37,13,Med,54,81,57,37,11,Right,Rubén Blanco Veiga,76,22,"188cm | 6'2""",54,1,77,73,LaLiga Santander,18,18,22,Spain,N\A,81,73,25,77,76,,52,74,Normal,76,18,11,1,15,54,62,15,62,73,18,3,70
2018,73,2018-09-19,24 years old,87,73,Med,62,62,RC Celta,72,71,65,High,75,,62,71,68,Right,Okay Yokuslu,,76,"191cm | 6'3""",75,1,83,,LaLiga Santander,67,65,76,Turkey,N\A,73,72,79,83,70,,62,,Normal,70,67,68,3,78,72,70,78,70,72,65,4,86
2019,44,2018-09-19,25 years old,70,69,High,57,46,RC Celta,79,80,36,Med,71,,46,80,79,Right,Nemanja Radoja,,81,"186cm | 6'1""",71,1,74,,LaLiga Santander,44,72,81,Serbia,N\A,44,67,63,74,67,,57,,Normal,67,44,79,3,51,52,65,51,65,67,72,3,77
2020,64,2018-09-19,27 years old,67,74,Med,71,64,RC Celta,78,79,57,Med,61,,64,79,80,Right,Jozabed Sánchez Ruiz,,69,"180cm | 5'11""",61,1,65,,LaLiga Santander,61,73,69,Spain,N\A,64,73,71,65,72,,71,,Normal,72,61,80,3,64,67,65,64,65,73,73,3,67
2021,87,2018-09-19,23 years old,79,79,High,78,78,Olympique Lyonnais,75,73,35,Med,71,,78,73,75,Left,Ferland Mendy,,74,"178cm | 5'10""",71,1,77,,Ligue 1 Conforama,74,62,74,France,N\A,87,72,69,77,63,,78,,Normal,63,74,75,4,69,88,78,69,78,72,62,4,73
2022,78,2018-09-19,29 years old,80,75,Med,75,73,Olympique Lyonnais,76,67,55,Med,73,,73,67,70,Left,Fernando Marçal de Oliveira,,76,"178cm | 5'10""",73,2,74,,Ligue 1 Conforama,76,57,76,Brazil,N\A,78,71,76,74,60,,75,,Normal,60,76,70,3,58,79,73,58,73,71,57,4,74
2023,69,2018-09-19,34 years old,79,64,Med,65,77,Olympique Lyonnais,73,55,50,High,76,,77,55,56,Left,Jérémy Morel,,76,"175cm | 5'9""",76,2,79,,Ligue 1 Conforama,58,36,76,France,N\A,69,64,62,79,44,,65,,Normal,44,58,56,2,74,68,83,74,83,64,36,2,78
2024,69,2018-09-19,24 years old,74,75,High,69,72,Olympique Lyonnais,70,64,56,Med,76,,72,64,69,Right,Léo Dubois,,75,"178cm | 5'10""",76,1,66,,Ligue 1 Conforama,81,51,75,France,N\A,69,74,72,66,61,,69,,Normal,61,81,69,3,55,71,59,55,59,74,51,4,73
2025,70,2018-09-19,31 years old,77,67,Med,67,67,Real Betis,76,52,51,Med,76,,67,52,56,Right,Antonio Barragán Fernández,,77,"183cm | 6'0""",76,1,74,,LaLiga Santander,77,44,77,Spain,N\A,70,68,61,74,51,,67,,Normal,51,77,56,2,75,69,71,75,71,68,44,3,76
2026,78,2018-09-19,27 years old,65,77,High,77,74,Valencia CF,78,74,61,Low,53,,74,74,74,Left,Denis Cheryshev,,61,"179cm | 5'10""",53,2,66,,LaLiga Santander,80,78,61,Russia,N\A,78,73,81,66,78,,77,,Normal,78,80,74,3,54,77,75,54,75,73,78,4,74
2027,68,2018-09-19,24 years old,69,61,Med,66,74,Valencia CF,71,55,32,Med,77,,74,55,33,Right,Rúben Miguel Nunes Vezo,,80,"182cm | 6'0""",77,1,74,,LaLiga Santander,65,44,80,Portugal,N\A,68,63,59,74,49,,66,,Normal,49,65,33,2,73,68,82,73,82,63,44,2,80
2028,59,2018-09-19,21 years old,75,54,Med,46,33,Valencia CF,71,45,26,Med,76,,33,45,48,Right,Mouctar Diakhaby,,76,"192cm | 6'4""",76,1,80,,LaLiga Santander,28,36,76,France,N\A,59,50,46,80,38,,46,,CL,38,28,48,2,86,57,84,86,84,50,36,3,78
2029,75,2018-09-19,28 years old,45,83,Med,60,59,Valencia CF,69,43,13,Med,59,75,59,43,16,Right,Jaume Domenech Sánchez,74,25,"185cm | 6'1""",59,1,75,74,LaLiga Santander,30,11,25,Spain,N\A,75,74,42,75,74,,60,83,CL,74,30,16,1,16,58,72,16,72,74,11,3,73
2030,76,2018-09-19,29 years old,76,75,High,75,64,West Bromwich Albion,76,69,29,Med,41,,64,69,78,Right,Jay Rodriguez,,44,"185cm | 6'1""",41,2,67,,EFL Championship,68,77,44,England,N\A,76,68,74,67,75,,75,,Normal,75,68,78,3,76,75,81,76,81,68,77,4,84
2031,79,2018-09-19,29 years old,80,74,High,76,74,West Bromwich Albion,77,65,52,Med,75,,74,65,67,Left,Kieran Gibbs,,76,"179cm | 5'10""",75,2,71,,EFL Championship,72,46,76,England,N\A,79,69,67,71,55,,76,,Normal,55,72,67,3,68,78,71,68,71,69,46,2,70
2032,88,2018-09-19,26 years old,74,80,High,77,72,Eintracht Frankfurt,76,72,75,Med,30,,72,72,74,Left,Filip Kostic,,32,"184cm | 6'0""",30,2,72,,Bundesliga,79,64,32,Serbia,N\A,88,69,77,72,68,,77,,Normal,68,79,74,3,48,89,66,48,66,69,64,2,82
2033,85,2018-09-19,31 years old,73,80,High,85,83,Eintracht Frankfurt,72,69,61,Med,44,,83,69,75,Right,Nicolai Müller,,48,"173cm | 5'8""",44,2,65,,Bundesliga,75,75,48,Germany,N\A,85,70,71,65,72,,85,,Normal,72,75,75,3,56,84,78,56,78,70,75,3,66
2034,77,2018-09-19,28 years old,79,70,High,54,52,Eintracht Frankfurt,74,55,43,High,75,,52,55,71,Right,Timmy Chandler,,68,"184cm | 6'0""",75,2,81,,Bundesliga,77,55,68,United States,N\A,77,69,76,81,61,,54,,Normal,61,77,71,2,74,74,69,74,69,69,55,3,82
2035,52,2018-09-19,34 years old,70,71,Med,70,72,Eintracht Frankfurt,78,75,63,Med,77,,72,75,62,Right,Makoto Hasebe,,77,"180cm | 5'11""",77,2,70,,Bundesliga,74,45,77,Japan,N\A,52,76,54,70,51,,70,,Normal,51,74,62,3,66,53,74,66,74,76,45,3,72
2036,48,2018-09-19,30 years old,85,69,Med,68,60,RC Deportivo,74,75,70,Med,74,,60,75,70,Left,Pedro Mosquera Parada,,78,"184cm | 6'0""",74,2,73,,LaLiga 1 I 2 I 3,61,58,78,Spain,N\A,48,73,61,73,59,,68,,Normal,59,61,70,3,65,64,68,65,68,73,58,3,76
2037,78,2018-09-19,25 years old,34,79,Med,50,40,Olympiacos CFP,76,55,21,Med,42,78,40,55,17,Right,José Pedro Malheiro de Sá,75,18,"192cm | 6'4""",42,1,73,68,Hellas Liga,18,15,18,Portugal,Transfers,78,68,19,73,75,,50,79,Normal,75,18,17,1,14,42,60,14,60,68,15,2,85
2038,90,2018-09-19,29 years old,65,80,High,84,85,Swansea City,70,72,64,High,29,,85,72,73,Right,Jefferson Montero,,25,"173cm | 5'8""",29,2,62,,EFL Championship,72,68,25,Ecuador,N\A,90,71,76,62,70,,84,,Normal,70,72,73,4,50,91,69,50,69,71,68,3,70
2039,82,2018-09-19,25 years old,64,63,High,55,65,Spartak Moscow,70,50,68,High,77,,65,50,65,Left,Georgiy Dzhikiya,,78,"188cm | 6'2""",77,1,78,,League of Russia,58,43,78,Russia,N\A,82,61,74,78,53,,55,,Normal,53,58,65,2,68,91,68,68,68,61,43,3,86
2040,81,2018-09-19,21 years old,69,69,High,66,62,RB Leipzig,69,59,33,High,77,,62,59,54,Right,Nordi Mukiele,,76,"185cm | 6'1""",77,1,75,,Bundesliga,70,30,76,France,N\A,81,65,38,75,36,,66,,Normal,36,70,54,3,69,79,86,69,86,65,30,3,74
2041,83,2018-09-19,24 years old,86,72,High,75,55,RB Leipzig,78,64,43,High,55,55,64,80,Right,Yussuf Poulsen,48,"193cm | 6'4""",55,2,81,Bundesliga,68,69,48,Denmark,N\A,83,65,71,81,67,,75,Normal,67,68,80,3,82,80,83,82,83,65,69,3,84
2042,78,2018-09-19,24 years old,82,75,High,78,58,Olympique de Marseille,80,73,68,High,56,58,73,73,Right,Lucas Ocampos,67,"187cm | 6'2""",56,2,80,Ligue 1 Conforama,76,75,67,Argentina,N\A,78,74,78,80,75,,78,Normal,75,76,73,4,75,77,76,75,76,74,75,3,84
2043,79,2018-09-19,24 years old,78,74,High,75,76,Olympique de Marseille,76,70,49,Med,73,76,70,69,Left,Jordan Amavi,73,"176cm | 5'9""",73,1,73,Ligue 1 Conforama,79,60,73,France,N\A,79,72,76,73,65,,75,Normal,65,79,69,3,64,78,82,64,82,72,60,4,70
2044,83,2018-09-19,26 years old,77,77,High,76,76,Olympique de Marseille,79,66,39,Med,74,76,66,65,Right,Bouna Sarr,76,"177cm | 5'10""",74,1,72,Ligue 1 Conforama,75,64,76,France,N\A,83,70,75,72,66,,76,Normal,66,75,65,3,66,82,63,66,63,70,64,3,65
2045,71,2018-09-19,26 years old,79,51,Med,48,38,Shakhtar Donetsk,72,34,46,Med,78,38,34,38,Right,Ivan Ordets,76,"194cm | 6'4""",78,1,82,Ukrayina Liha,41,46,76,Ukraine,N\A,71,53,74,82,54,,48,CL,54,41,38,2,74,61,58,74,58,53,46,3,88
2046,79,2018-09-19,27 years old,74,79,Med,82,72,Shakhtar Donetsk,71,77,81,Med,31,72,77,73,Right,Alan Patrick Lourenço,40,"177cm | 5'10""",31,1,51,Ukrayina Liha,71,76,40,Brazil,N\A,79,74,78,51,76,,82,CL,76,71,73,4,49,80,62,49,62,74,76,3,70
2047,56,2018-09-19,32 years old,66,77,Med,68,79,Ajax,67,82,87,Med,62,79,82,66,Right,Lasse Schøne,78,"177cm | 5'10""",62,2,63,Eredivisie,82,67,78,Denmark,N\A,56,82,84,63,75,,68,CL,75,82,66,3,60,59,80,60,80,82,67,3,78
2048,54,2018-09-19,35 years old,53,66,Med,58,62,Ajax,79,66,66,Med,35,62,66,84,Right,Klaas-Jan Huntelaar,27,"186cm | 6'1""",35,3,70,Eredivisie,63,80,27,Holland,N\A,54,63,80,70,78,,58,Normal,78,63,84,2,79,50,77,79,77,63,80,4,83
2049,76,2018-09-19,21 years old,71,76,Med,76,67,Ajax,72,70,71,Low,30,67,70,72,Right,Kasper Dolberg,21,"187cm | 6'2""",30,2,68,Eredivisie,42,76,21,Denmark,N\A,76,62,88,68,79,,76,CL,79,42,72,3,72,72,72,72,72,62,76,4,83
2050,73,2018-09-19,21 years old,69,84,Med,83,77,Ajax,68,84,61,Med,66,77,84,58,Right,Frenkie de Jong,74,"180cm | 5'11""",66,1,65,Eredivisie,74,52,74,Holland,N\A,73,79,68,65,56,,83,Normal,56,74,58,4,63,72,64,63,64,79,52,3,70
2051,67,2018-09-19,26 years old,82,67,Med,68,69,Ajax,78,56,34,High,79,69,56,56,Right,Joël Veltman,81,"184cm | 6'0""",79,2,78,Eredivisie,71,51,81,Holland,N\A,67,66,61,78,50,,68,CL,50,71,56,2,73,63,72,73,72,66,51,4,75
2052,66,2018-09-19,21 years old,83,75,Med,70,58,Ajax,76,78,62,Med,62,58,78,77,Right,Donny van de Beek,73,"183cm | 6'0""",62,2,76,Eredivisie,67,72,73,Holland,N\A,66,75,80,76,76,,70,CL,76,67,77,3,59,67,70,59,70,75,72,4,74
2053,77,2018-09-19,25 years old,70,80,Med,77,83,Ajax,72,81,84,Low,37,83,81,69,Right,Zakaria Labyad,31,"173cm | 5'8""",37,1,58,Eredivisie,77,70,31,Morocco,N\A,77,76,84,58,75,,77,CL,75,77,69,4,50,79,65,50,65,76,70,5,65
2054,74,2018-09-19,26 years old,75,74,High,68,65,OGC Nice,72,69,46,Med,76,65,69,74,Right,Arnaud Souquet,73,"179cm | 5'10""",76,2,70,Ligue 1 Conforama,75,59,73,France,N\A,74,73,59,70,55,,68,Normal,55,75,74,3,70,75,67,70,67,73,59,3,73
2055,74,2018-09-19,25 years old,86,76,High,75,59,OGC Nice,75,78,69,High,62,59,78,77,Right,Pierre Lees-Melou,63,"185cm | 6'1""",62,1,74,Ligue 1 Conforama,75,68,63,France,N\A,74,76,64,74,66,,75,Normal,66,75,77,4,46,74,61,46,61,76,68,3,69
2056,72,2018-09-19,30 years old,87,76,Med,75,81,Torino,76,72,52,High,76,81,72,66,Right,Tomás Rincón,80,"177cm | 5'10""",76,2,81,Serie A TIM,65,45,80,Venezuela,N\A,72,71,77,81,59,,75,Normal,59,65,66,3,58,76,91,58,91,71,45,3,76
2057,72,2018-09-19,30 years old,75,72,Med,68,58,Torino,77,49,62,Med,77,58,49,69,Right,Lorenzo De Silvestri,76,"186cm | 6'1""",77,2,76,Serie A TIM,78,56,76,Italy,N\A,72,67,74,76,64,,68,Normal,64,78,69,3,84,72,78,84,78,67,56,3,84
2058,88,2018-09-19,23 years old,68,80,High,82,65,Torino,70,72,66,Med,31,65,72,77,Right,M'Baye Niang,30,"184cm | 6'0""",31,2,65,Serie A TIM,65,68,30,Senegal,N\A,88,68,86,65,73,,82,Normal,73,65,77,3,64,85,69,64,69,68,68,4,78
2059,75,2018-09-19,30 years old,85,76,High,85,79,Málaga CF,78,63,54,Med,74,79,63,69,Right,Roberto Rosales,76,"175cm | 5'9""",74,2,72,LaLiga 1 I 2 I 3,76,51,76,Venezuela,N\A,75,70,73,72,59,,85,Normal,59,76,69,4,60,75,73,60,73,70,51,3,70
2060,71,2018-09-19,28 years old,78,67,Med,60,57,Málaga CF,72,64,32,Med,74,57,64,51,Right,Alfred N'Diaye,76,"187cm | 6'2""",74,1,85,LaLiga 1 I 2 I 3,58,47,76,Senegal,N\A,71,65,73,85,55,,60,Normal,55,58,51,3,55,65,63,55,63,65,47,3,82
2061,68,2018-09-19,21 years old,67,63,Med,67,74,1. FC Köln,76,38,33,Med,78,74,38,25,Right,Jorge Meré Pérez,79,"182cm | 6'0""",78,1,72,Bundesliga 2,30,22,79,Spain,N\A,68,52,48,72,30,,67,Normal,30,30,25,2,78,69,81,78,81,52,22,3,80
2062,76,2018-09-19,23 years old,76,78,Med,90,92,1. FC Köln,76,78,54,High,67,92,78,75,Right,Vincent Koziello,77,"168cm | 5'6""",67,2,56,Bundesliga 2,73,65,77,France,N\A,76,76,65,56,64,,90,Normal,64,73,75,4,49,78,62,49,62,76,65,4,58
2063,64,2018-09-19,31 years old,86,77,High,77,77,Hertha BSC,77,75,61,High,72,77,75,55,Right,Per Ciljan Skjelbred,81,"175cm | 5'9""",72,2,74,Bundesliga,69,46,81,Norway,N\A,64,72,56,74,48,,77,Normal,48,69,55,3,52,66,74,52,74,72,46,3,74
2064,86,2018-09-19,22 years old,65,80,High,83,77,Hertha BSC,64,75,64,Med,57,77,75,62,Right,Valentino Lazaro,56,"178cm | 5'10""",57,1,62,Bundesliga,80,69,56,Austria,N\A,86,76,72,62,69,,83,Normal,69,80,62,4,47,87,56,47,56,76,69,3,75
2065,43,2018-09-19,34 years old,51,72,Med,60,59,Hertha BSC,83,71,56,Low,43,59,71,82,Right,Vedad Ibiševic,30,"188cm | 6'2""",43,2,71,Bundesliga,65,80,30,Bosnia and Herzegovina,N\A,43,68,81,71,78,,60,Normal,78,65,82,3,79,41,71,79,71,68,80,4,82
2066,74,2018-09-19,23 years old,74,69,Med,65,60,Hertha BSC,77,58,29,Med,44,60,58,81,Right,Davie Selke,29,"192cm | 6'4""",44,1,77,Bundesliga,40,80,29,Germany,N\A,74,52,79,77,76,,65,Normal,76,40,81,4,78,71,70,78,70,52,80,3,82
2067,35,2018-09-19,34 years old,67,60,Med,52,50,SD Eibar,72,50,77,High,74,50,50,52,Right,Iván Ramis Barrios,77,"188cm | 6'2""",74,2,82,LaLiga Santander,45,54,77,Spain,N\A,35,62,76,82,61,,52,Normal,61,45,52,2,76,34,76,76,76,62,54,3,82
2068,52,2018-09-19,32 years old,76,68,Med,64,68,SD Eibar,75,65,69,Med,76,68,65,59,Right,Papa Kouli Diop,79,"179cm | 5'10""",76,1,86,LaLiga Santander,58,57,79,Senegal,N\A,52,68,82,86,66,,64,Normal,66,58,59,3,73,50,79,73,79,68,57,3,77
2069,67,2018-09-19,24 years old,75,75,Med,65,65,SD Eibar,67,76,67,Med,66,65,76,72,Right,Joan Jordán,69,"184cm | 6'0""",66,1,66,LaLiga Santander,65,77,69,Spain,N\A,67,74,74,66,75,,65,Normal,75,65,72,3,47,65,50,47,50,74,77,4,74
2070,72,2018-09-19,29 years old,74,71,High,72,60,SD Eibar,77,56,67,Med,76,60,56,60,Left,José Ángel Valdés Díaz,78,"182cm | 6'0""",76,1,69,LaLiga Santander,78,42,78,Spain,N\A,72,70,69,69,51,,72,Normal,51,78,60,3,75,69,69,75,69,70,42,3,77
2071,84,2018-09-19,27 years old,69,77,Med,83,87,SD Eibar,75,63,55,Med,72,,87,63,78,Right,Rubén Peña Jiménez,,72,"170cm | 5'7""",72,1,65,,LaLiga Santander,77,71,72,Spain,N\A,84,69,72,65,70,,83,,Normal,70,77,78,4,76,79,74,76,74,69,71,3,65
2072,76,2018-09-19,30 years old,34,77,Med,40,47,SD Eibar,72,45,15,Med,35,76,47,45,13,Right,Yoel Rodríguez Oterino,78,19,"185cm | 6'1""",35,2,75,77,LaLiga Santander,24,14,19,Spain,N\A,76,77,23,75,78,,40,77,Normal,78,24,13,1,10,35,65,10,65,77,14,3,78
2073,77,2018-09-19,27 years old,79,78,Med,79,75,Crystal Palace,76,70,71,High,46,,75,70,73,Right,Jordan Ayew,,40,"182cm | 6'0""",46,2,74,,Premier League,70,75,40,Ghana,N\A,77,70,76,74,75,,79,,Normal,75,70,73,4,76,76,70,76,70,70,75,3,81
2074,56,2018-09-19,29 years old,76,70,High,53,39,SC Braga,73,53,34,Med,29,,39,53,78,Right,Dyego Wilverson Ferreira Sousa,,25,"190cm | 6'3""",29,1,80,,Liga NOS,48,79,25,Brazil,N\A,56,53,82,80,78,,53,,Normal,78,48,78,3,82,58,74,82,74,53,79,3,83
2075,80,2018-09-19,28 years old,68,77,High,73,68,SC Braga,77,73,71,Med,31,,68,73,79,Right,Wilson Bruno Naval Costa Eduardo,,24,"179cm | 5'10""",31,1,66,,Liga NOS,75,76,24,Portugal,N\A,80,72,83,66,78,,73,,Normal,78,75,79,4,66,78,64,66,64,72,76,3,73
2076,75,2018-09-19,31 years old,84,75,Med,77,74,SC Braga,77,52,34,Med,73,,74,52,69,Right,Marcelo Augusto Ferreira Teixeira,,74,"176cm | 5'9""",73,1,71,,Liga NOS,78,34,74,Brazil,N\A,75,67,71,71,50,,77,,Normal,50,78,69,3,66,76,72,66,72,67,34,4,69
2077,76,2018-09-19,32 years old,38,78,Med,70,57,Tigres U.A.N.L.,75,55,22,Med,51,76,57,55,19,Right,Nahuel Guzmán,75,29,"193cm | 6'4""",51,3,80,67,LIGA Bancomer MX,20,10,29,Argentina,N\A,76,67,25,80,75,,70,78,Normal,75,20,19,1,15,51,66,15,66,67,10,3,94
2078,89,2018-09-19,28 years old,75,80,High,91,92,Tigres U.A.N.L.,65,72,63,Med,39,,92,72,75,Right,Javier Aquino,,34,"168cm | 5'6""",39,1,52,,LIGA Bancomer MX,73,64,34,Mexico,N\A,89,72,74,52,66,,91,,Normal,66,73,75,4,47,91,76,47,76,72,64,4,62
2079,75,2018-09-19,29 years old,85,75,Med,75,75,Tigres U.A.N.L.,75,75,55,Med,73,,75,75,69,Right,Rafael de Souza Pereira,,78,"179cm | 5'10""",73,1,72,,LIGA Bancomer MX,65,56,78,Brazil,N\A,75,74,76,72,64,,75,,Normal,64,65,69,3,51,74,56,51,56,74,56,3,72
2080,91,2018-09-19,21 years old,71,81,High,92,82,Galatasaray SK,69,68,45,High,35,,82,68,70,Right,Henry Onyekuru,,18,"175cm | 5'9""",35,2,56,,Süper Lig,70,79,18,Nigeria,N\A,91,66,71,56,75,,92,,CL,75,70,70,3,58,91,92,58,92,66,79,4,59
2081,74,2018-09-19,28 years old,74,59,Low,66,63,Galatasaray SK,73,44,36,High,76,,63,44,24,Right,Serdar Aziz,,79,"183cm | 6'0""",76,1,79,,Süper Lig,43,26,79,Turkey,N\A,74,56,43,79,33,,66,,CL,33,43,24,2,76,75,83,76,83,56,26,3,79
2082,75,2018-09-19,26 years old,83,76,High,76,69,Galatasaray SK,69,78,74,High,55,,69,78,77,Left,Emre Akbaba,,51,"180cm | 5'11""",55,1,67,,Süper Lig,71,70,51,Turkey,N\A,75,75,77,67,73,,76,,Normal,73,71,77,4,62,73,58,62,58,75,70,3,73
2083,68,2018-09-19,29 years old,72,69,High,66,46,Newcastle United,73,53,52,Med,34,,46,53,77,Right,Salomón Rondón,,33,"186cm | 6'1""",34,2,78,,Premier League,48,75,33,Venezuela,N\A,68,55,85,78,75,,66,,Normal,75,48,77,3,84,69,71,84,71,55,75,4,98
2084,74,2018-09-19,29 years old,76,76,High,71,84,Newcastle United,75,76,66,Med,53,,84,76,76,Left,Matt Ritchie,,49,"172cm | 5'8""",53,1,66,,Premier League,80,72,49,Scotland,N\A,74,75,76,66,74,,71,,Normal,74,80,76,4,38,75,70,38,70,75,72,4,76
2085,66,2018-09-19,21 years old,96,77,High,74,67,SV Werder Bremen,74,74,48,High,69,,67,74,67,Right,Maximilian Eggestein,,65,"181cm | 5'11""",69,1,77,,Bundesliga,61,60,65,Germany,N\A,66,71,67,77,63,,74,,Normal,63,61,67,3,65,66,53,65,53,71,60,4,75
2086,77,2018-09-19,31 years old,79,72,High,69,64,SV Werder Bremen,76,68,52,Med,46,,64,68,78,Right,Martin Harnik,,39,"186cm | 6'1""",46,2,77,,Bundesliga,68,76,39,Austria,N\A,77,69,78,77,75,,69,,Normal,75,68,78,3,77,75,90,77,90,69,76,4,80
2087,78,2018-09-19,24 years old,87,74,High,76,72,SV Werder Bremen,73,73,70,Med,73,,72,73,65,Left,Ludwig Augustinsson,,73,"181cm | 5'11""",73,1,71,,Bundesliga,77,55,73,Sweden,N\A,78,74,69,71,59,,76,,Normal,59,77,65,3,56,77,69,56,69,74,55,2,72
2088,81,2018-09-19,31 years old,71,81,High,85,86,SV Werder Bremen,77,71,56,Med,44,,86,71,75,Right,Fin Bartels,,53,"176cm | 5'9""",44,2,57,,Bundesliga,71,74,53,Germany,N\A,81,70,70,57,71,,85,,Normal,71,71,75,4,43,83,70,43,70,70,74,3,69
2089,70,2018-09-19,23 years old,85,73,Med,73,74,PSV,74,66,45,High,75,,74,66,69,Left,Jorrit Hendrix,,78,"181cm | 5'11""",75,1,78,,Eredivisie,59,54,78,Holland,N\A,70,69,72,78,59,,73,,Normal,59,59,69,2,73,72,78,73,78,69,54,3,75
2090,69,2018-09-19,30 years old,75,64,Med,64,61,PSV,75,63,40,Med,78,,61,63,50,Right,Daniel Schwaab,,77,"186cm | 6'1""",78,2,74,,Eredivisie,64,32,77,Germany,N\A,69,66,55,74,40,,64,,CL,40,64,50,2,77,63,72,77,72,66,32,4,76
2091,77,2018-09-19,23 years old,91,74,High,69,72,PSV,68,76,51,Med,70,,72,76,67,Left,Erick Gutiérrez,,77,"181cm | 5'11""",70,1,68,,Eredivisie,69,68,77,Mexico,Transfers,77,74,77,68,71,,69,,Normal,71,69,67,4,52,78,53,52,53,74,68,2,74
2092,74,2018-09-19,23 years old,67,78,Med,74,56,PSV,74,77,73,Low,40,,56,77,75,Left,Gastón Pereiro,,30,"188cm | 6'2""",40,1,69,,Eredivisie,73,72,30,Uruguay,N\A,74,72,81,69,74,,74,,Normal,74,73,75,3,73,72,70,73,70,72,72,2,76
2093,88,2018-09-19,21 years old,71,82,Med,78,89,PSV,71,69,66,Med,31,,89,69,72,Right,Steven Bergwijn,,21,"178cm | 5'10""",31,1,67,,Eredivisie,70,69,21,Holland,N\A,88,69,77,67,71,,78,,Normal,71,70,72,4,55,87,70,55,70,69,69,2,78
2094,34,2018-09-19,31 years old,64,44,Low,33,34,Feyenoord,71,32,33,High,79,,34,32,23,Right,Eric Fernando Botteghin,,78,"190cm | 6'3""",79,1,81,,Eredivisie,30,25,78,Brazil,N\A,34,46,59,81,35,,33,,Normal,35,30,23,2,82,35,77,82,77,46,25,2,89
2095,74,2018-09-19,27 years old,83,74,High,65,57,Feyenoord,75,74,62,Med,39,,57,74,75,Right,Nicolai Jørgensen,,31,"190cm | 6'3""",39,2,78,,Eredivisie,68,79,31,Denmark,N\A,74,70,80,78,77,,65,,Normal,77,68,75,3,74,75,68,74,68,70,79,3,83
