NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,LOADDATE
Jens Toornstra,Feyenoord,Holland Eredivisie,CAM,Silver,74,73,72,61,70,35,78,2019-11-25 22:25:42
Anselmo,Al Wehda,Saudi Dawry Jameel League,CDM,Silver,74,76,61,62,74,72,73,2019-11-25 22:25:42
Iñigo Pérez,CA Osasuna,Spain Primera Division,CDM,Silver,74,69,39,64,62,73,75,2019-11-25 22:25:42
Florent Hanin,Vitória Guimarães,Portugal Liga NOS,LB,Silver,74,77,73,66,73,34,74,2019-11-25 22:25:42
Daniel Ayala,Middlesbrough,England EFL Championship,CB,Silver,74,77,70,70,74,27,64,2019-11-25 22:25:42
Jano Ananidze,Spartak Moskva,Russia FUT League,CAM,Silver,74,82,63,68,69,70,75,2019-11-25 22:25:42
Conor Hourihane,Aston Villa,England Premier League,CM,Silver,74,61,60,68,58,75,77,2019-11-25 22:25:42
Christian Clemens,1. FC Köln,Germany 1. Bundesliga,RM,Silver,74,69,62,70,71,70,74,2019-11-25 22:25:42
Fabian Klos,Arminia Bielefeld,Germany 2. Bundesliga,ST,Silver,74,88,72,65,75,41,65,2019-11-25 22:25:42
Enda Stevens,Sheffield United,England Premier League,LWB,Silver,74,31,57,57,53,75,77,2019-11-25 22:25:42
Milton Caraglio,Cruz Azul,Mexico Liga MX,ST,Silver,74,55,69,77,69,66,72,2019-11-25 22:25:42
Fabián Rinaudo,Rosario Central,Argentina Primera División ,CDM,Silver,74,52,38,46,54,75,71,2019-11-25 22:25:42
Renatinho,Tianjin Quanjian,China Super League,RW,Silver,74,58,74,62,65,42,68,2019-11-25 22:25:42
Lamine Sané,Orlando City SC,USA Major League Soccer,CB,Silver,74,64,72,75,75,32,55,2019-11-25 22:25:42
Niklas Hult,AEK Athens,Greece A'Ethniki,LB,Silver,74,41,66,72,69,73,70,2019-11-25 22:25:42
Georgiy Schennikov,CSKA Moskva,Russia FUT League,LWB,Silver,74,40,64,69,68,72,75,2019-11-25 22:25:42
Sébastien Corchia,Sevilla FC,Spain Primera Division,RB,Silver,74,68,72,66,72,41,74,2019-11-25 22:25:42
Alejandro Bedoya,Philadelphia Union,USA Major League Soccer,CM,Silver,74,68,69,75,77,54,57,2019-11-25 22:25:42
Samba Sow,Nottingham Forest,England EFL Championship,CDM,Silver,74,70,69,69,73,72,77,2019-11-25 22:25:42
Gökhan Töre,Yeni Malatyaspor,Turkey Süper Lig,RM,Silver,74,55,74,76,74,65,64,2019-11-25 22:25:42
Celso Borges,Göztepe,Turkey Süper Lig,CDM,Silver,74,64,53,60,57,71,76,2019-11-25 22:25:42
Matías Caruzzo,Rosario Central,Argentina Primera División ,CB,Silver,74,67,75,75,75,44,66,2019-11-25 22:25:42
Ike Opara,Minnesota United FC,USA Major League Soccer,CB,Silver,74,41,37,47,54,74,73,2019-11-25 22:25:42
Pedro Sánchez,RC Deportivo,Spain Segunda A,RM,Silver,74,73,76,74,74,41,66,2019-11-25 22:25:42
Osvaldo Martínez,Atlas,Mexico Liga MX,CM,Silver,74,47,68,71,71,72,68,2019-11-25 22:25:42
Stoppila Sunzu,FC Metz,France Ligue 1,CB,Silver,74,76,74,63,79,28,63,2019-11-25 22:25:42
Josef Hušbauer,Slavia Praha,Czech Republic HET Liga,CM,Silver,74,63,41,69,70,76,71,2019-11-25 22:25:42
Mehmet Ekici,Fenerbahçe,Turkey Süper Lig,CAM,Silver,74,86,52,68,75,73,63,2019-11-25 22:25:42
Liam Cooper,Leeds United,England EFL Championship,CB,Silver,74,72,65,63,71,76,69,2019-11-25 22:25:42
Dennis Diekmeier,SV Sandhausen,Germany 2. Bundesliga,RB,Silver,74,77,68,73,75,35,49,2019-11-25 22:25:42
Marcel Risse,1. FC Köln,Germany 1. Bundesliga,RM,Silver,74,70,47,62,65,75,82,2019-11-25 22:25:42
Bruno Fornaroli,Perth Glory,Australia Hyundai A-League,ST,Silver,74,59,29,48,52,75,71,2019-11-25 22:25:42
Ryan Jack,Rangers,Scotland Premiership,CDM,Silver,74,56,37,55,62,75,72,2019-11-25 22:25:42
Alex Bergantiños,RC Deportivo,Spain Segunda A,CDM,Silver,74,62,55,68,63,76,68,2019-11-25 22:25:42
Alfred N'Diaye,Al Shabab,Saudi Dawry Jameel League,CM,Silver,74,71,48,69,64,72,61,2019-11-25 22:25:42
Benoît Poulain,Kayserispor,Turkey Süper Lig,CB,Silver,74,68,73,73,75,65,70,2019-11-25 22:25:42
Aatif Chahechouhe,Antalyaspor,Turkey Süper Lig,LM,Silver,74,70,45,66,72,74,70,2019-11-25 22:25:42
Jesús Dueñas,Tigres U.A.N.L.,Mexico Liga MX,CM,Silver,74,78,72,64,76,26,61,2019-11-25 22:25:42
Rafik Halliche,Moreirense,Portugal Liga NOS,CB,Silver,74,78,69,72,76,36,52,2019-11-25 22:25:42
Montoro,Granada CF,Spain Primera Division,CDM,Silver,74,74,69,74,77,65,63,2019-11-25 22:25:42
Matías Alustiza,Puebla,Mexico Liga MX,ST,Silver,74,59,53,59,58,72,80,2019-11-25 22:25:42
Dentinho,Shakhtar Donetsk,Ukraine Premier Liga,CAM,Silver,74,66,62,70,69,70,87,2019-11-25 22:25:42
Fernando Navarro,León,Mexico Liga MX,RB,Silver,74,73,69,71,77,54,54,2019-11-25 22:25:42
Jan-Arie van der Heijden,Feyenoord,Holland Eredivisie,CB,Silver,74,87,59,67,74,66,73,2019-11-25 22:25:42
James Chester,Aston Villa,England Premier League,CB,Silver,74,75,67,69,74,70,73,2019-11-25 22:25:42
Johnny Russell,Sporting KC,USA Major League Soccer,RW,Silver,74,79,68,68,78,50,66,2019-11-25 22:25:42
Fábio Pacheco,Moreirense,Portugal Liga NOS,CDM,Silver,74,72,76,67,66,55,83,2019-11-25 22:25:42
Sergio Tejera,Real Oviedo,Spain Segunda A,CM,Silver,74,73,65,72,77,42,57,2019-11-25 22:25:42
Andreas Bjelland,FC København,Denmark Superliga,CB,Silver,74,63,45,52,59,74,74,2019-11-25 22:25:42
Barry Bannan,Sheffield Wednesday,England EFL Championship,CM,Silver,74,64,73,55,66,39,81,2019-11-25 22:25:42
Fabian Frei,FC Basel,Switzerland Super League,CDM,Silver,74,54,43,61,61,75,73,2019-11-25 22:25:42
Aurélien Chedjou,Amiens SC,France Ligue 1,CB,Silver,74,68,42,67,68,73,73,2019-11-25 22:25:42
Henri Saivet,Newcastle United,England Premier League,CAM,Silver,74,63,70,75,75,71,69,2019-11-25 22:25:42
Titi,Göztepe,Turkey Süper Lig,CB,Silver,74,57,45,60,60,74,72,2019-11-25 22:25:42
Adrián González,Málaga CF,Spain Segunda A,CM,Silver,74,34,48,59,53,73,77,2019-11-25 22:25:42
Scott Arfield,Rangers,Scotland Premiership,CM,Silver,74,55,27,39,49,76,71,2019-11-25 22:25:42
Ivo,Henan Jianye,China Super League,CM,Silver,74,85,64,67,80,30,60,2019-11-25 22:25:42
Lazaros Christodoulop...,Olympiacos CFP,Greece A'Ethniki,LM,Silver,74,75,64,73,74,70,77,2019-11-25 22:25:42
Abel Aguilar,Unión Magdalena,Colombia Liga Aguila,CDM,Silver,74,58,70,72,71,74,73,2019-11-25 22:25:42
Kamil Grosicki,Hull City,England EFL Championship,LM,Silver,74,57,66,78,73,67,61,2019-11-25 22:25:42
Nicolás Bertolo,Banfield,Argentina Primera División ,LM,Silver,74,71,58,69,72,76,72,2019-11-25 22:25:42
Gustav Svensson,Seattle Sounders,USA Major League Soccer,CDM,Silver,74,79,48,68,71,70,66,2019-11-25 22:25:42
Haris Medunjanin,Philadelphia Union,USA Major League Soccer,CM,Silver,74,62,65,74,73,67,68,2019-11-25 22:25:42
Tore Reginiussen,Rosenborg BK,Norway Eliteserien,CB,Silver,74,77,50,68,75,70,69,2019-11-25 22:25:42
Nuno Coelho,Belenenses,Portugal Liga NOS,CB,Silver,74,86,64,71,76,47,47,2019-11-25 22:25:42
Bojan,Montreal Impact,USA Major League Soccer,CAM,Silver,74,80,72,61,71,36,69,2019-11-25 22:25:42
Federico González,Estudiantes de La Plata,Argentina Primera División ,ST,Silver,74,65,76,62,67,40,77,2019-11-25 22:25:42
Mevlüt Erdinç,Fenerbahçe,Turkey Süper Lig,ST,Silver,74,70,70,74,74,69,70,2019-11-25 22:25:42
Kei Kamara,Colorado Rapids,USA Major League Soccer,ST,Silver,74,77,66,69,82,27,41,2019-11-25 22:25:42
Baiano,Alanyaspor,Turkey Süper Lig,RB,Silver,74,78,74,70,76,43,61,2019-11-25 22:25:42
Crespo,PAOK FC,Greece A'Ethniki,CB,Silver,74,72,68,74,77,28,58,2019-11-25 22:25:42
Moussa Sow,Gazişehir Gaziantep F.K.,Turkey Süper Lig,ST,Silver,74,64,67,71,73,66,74,2019-11-25 22:25:42
Pablo Mouche,CD Viñazur,Chile Campeonato Nacional Scotiabank,LM,Silver,74,58,53,57,52,76,82,2019-11-25 22:25:42
Paul Aguilar,América,Mexico Liga MX,RB,Silver,74,77,66,71,75,50,66,2019-11-25 22:25:42
Felix Bastians,Tianjin Teda,China Super League,CB,Silver,74,61,65,73,71,68,63,2019-11-25 22:25:42
Andreas Ulmer,Red Bull Salzburg,Austria Bundesliga,LB,Silver,74,72,70,73,74,68,66,2019-11-25 22:25:42
Scott Sinclair,Celtic,Scotland Premiership,LM,Silver,74,66,45,63,69,74,75,2019-11-25 22:25:42
Ron Vlaar,AZ,Holland Eredivisie,CB,Silver,74,72,72,70,74,56,59,2019-11-25 22:25:42
Sebastian Larsson,AIK,Sweden Allsvenskan,CM,Silver,74,53,71,72,70,58,74,2019-11-25 22:25:42
Curtis Davies,Derby County,England EFL Championship,CB,Silver,74,64,67,71,73,73,78,2019-11-25 22:25:42
David Limberský,Viktoria Plzeň,Czech Republic HET Liga,LB,Silver,74,73,72,75,80,33,50,2019-11-25 22:25:42
Billy Sharp,Sheffield United,England Premier League,ST,Silver,74,79,62,72,74,70,70,2019-11-25 22:25:42
Jurado,Cádiz CF,Spain Segunda A,CAM,Silver,74,45,29,40,49,74,77,2019-11-25 22:25:42
Gökhan İnler,Medipol Başakşehir,Turkey Süper Lig,CDM,Silver,74,73,66,68,75,59,76,2019-11-25 22:25:42
Willem Janssen,FC Utrecht,Holland Eredivisie,CB,Silver,74,60,59,70,72,68,59,2019-11-25 22:25:42
Oribe Peralta,Guadalajara,Mexico Liga MX,ST,Silver,74,67,67,74,75,59,57,2019-11-25 22:25:42
Ibrahim Afellay,PSV,Holland Eredivisie,CAM,Silver,74,34,35,51,53,78,59,2019-11-25 22:25:42
Christian Maggio,Benevento,Italy Serie B,RB,Silver,74,69,33,54,66,74,74,2019-11-25 22:25:42
Fernando Belluschi,San Lorenzo de Almagro,Argentina Primera División ,CAM,Silver,74,70,62,67,72,73,74,2019-11-25 22:25:42
Roman Hubník,Viktoria Plzeň,Czech Republic HET Liga,CB,Silver,74,93,65,66,73,30,45,2019-11-25 22:25:42
Maximiliano Rodríguez,Newell's Old Boys,Argentina Primera División ,LM,Silver,74,79,34,63,75,70,69,2019-11-25 22:25:42
Ricardo Costa,Boavista,Portugal Liga NOS,CB,Silver,74,66,37,66,74,75,65,2019-11-25 22:25:42
Raphaël Nuzzolo,Neuchâtel Xamax,Switzerland Super League,ST,Silver,74,60,61,65,65,74,73,2019-11-25 22:25:42
Tarantini,Rio Ave,Portugal Liga NOS,CM,Silver,74,31,60,50,53,72,84,2019-11-25 22:25:42
Matheus Cunha,RB Leipzig,Germany 1. Bundesliga,ST,Silver,74,86,67,68,77,34,45,2019-11-25 22:25:42
Gaëtan Bong,Brighton & Hove Albion,England Premier League,LB,Silver,74,64,66,62,67,74,80,2019-11-25 22:25:42
Pablo Maffeo,Girona FC,Spain Segunda A,RWB,Silver,74,67,67,72,74,69,70,2019-11-25 22:25:42
Jean-Eudes Aholou,AS Saint-Étienne,France Ligue 1,CDM,Silver,74,72,58,69,67,73,73,2019-11-25 22:25:42
Amato Ciciretti,Napoli,Italy Serie A,CAM,Silver,74,77,65,69,70,69,72,2019-11-25 22:25:42
Allan Nyom,Getafe CF,Spain Primera Division,RWB,Silver,74,88,67,68,78,34,58,2019-11-25 22:25:42
Ben Gibson,Burnley,England Premier League,CB,Silver,74,75,46,68,70,72,75,2019-11-25 22:25:42
Ewerton,Hamburger SV,Germany 2. Bundesliga,CB,Silver,74,79,45,68,73,72,67,2019-11-25 22:25:42
Francesco Magnanelli,Sassuolo,Italy Serie A,CDM,Silver,74,76,72,72,75,36,66,2019-11-25 22:25:42
Kévin Rodrigues,CD Leganés,Spain Primera Division,LB,Silver,74,80,72,57,71,24,71,2019-11-25 22:25:42
Rade Krunić,Milan,Italy Serie A,CM,Silver,74,64,25,50,52,74,76,2019-11-25 22:25:42
Juan Foyth,Tottenham Hotspur,England Premier League,CB,Silver,74,85,67,68,77,30,59,2019-11-25 22:25:42
Nuno da Costa,RC Strasbourg,France Ligue 1,ST,Silver,74,77,73,63,71,25,74,2019-11-25 22:25:42
Keagan Dolly,Montpellier HSC,France Ligue 1,CAM,Silver,74,51,46,62,62,73,80,2019-11-25 22:25:42
Unai López,Athletic Club de Bilbao,Spain Primera Division,CM,Silver,74,75,50,63,67,72,72,2019-11-25 22:25:42
Jeffrey Bruma,VfL Wolfsburg,Germany 1. Bundesliga,CB,Silver,74,74,72,69,78,44,62,2019-11-25 22:25:42
Eduard Löwen,Hertha BSC,Germany 1. Bundesliga,CM,Silver,74,73,60,68,75,72,73,2019-11-25 22:25:42
Pozo,Rayo Vallecano,Spain Segunda A,CAM,Silver,74,73,44,63,71,71,66,2019-11-25 22:25:42
Ambroise Oyongo,Montpellier HSC,France Ligue 1,LWB,Silver,74,87,71,69,77,35,64,2019-11-25 22:25:42
Juanfran,Alanyaspor,Turkey Süper Lig,RB,Silver,74,76,73,68,76,43,61,2019-11-25 22:25:42
Jeff Reine-Adélaïde,Olympique Lyonnais,France Ligue 1,CAM,Silver,74,64,68,73,72,68,66,2019-11-25 22:25:42
André Hahn,FC Augsburg,Germany 1. Bundesliga,RM,Silver,74,76,72,70,79,56,55,2019-11-25 22:25:42
Filip Đuričić,Sassuolo,Italy Serie A,CAM,Silver,74,74,58,69,75,71,72,2019-11-25 22:25:42
Çağlar Söyüncü,Leicester City,England Premier League,CB,Silver,74,75,60,68,72,71,74,2019-11-25 22:25:42
Andreas Cornelius,Parma,Italy Serie A,ST,Silver,74,66,60,75,77,69,68,2019-11-25 22:25:42
Róber,Levante UD,Spain Primera Division,CB,Silver,74,61,42,58,67,74,71,2019-11-25 22:25:42
Adam Masina,Watford,England Premier League,LB,Silver,74,50,56,79,73,69,62,2019-11-25 22:25:42
Federico Viviani,Livorno,Italy Serie B,CDM,Silver,74,76,37,66,72,72,66,2019-11-25 22:25:42
Leon Balogun,Brighton & Hove Albion,England Premier League,CB,Silver,74,73,52,66,70,74,71,2019-11-25 22:25:42
Alcalá,Girona FC,Spain Segunda A,CB,Silver,74,67,44,44,47,73,83,2019-11-25 22:25:42
Gian Marco Ferrari,Sassuolo,Italy Serie A,CB,Silver,74,59,69,72,71,67,72,2019-11-25 22:25:42
Callum Hudson-Odoi,Chelsea,England Premier League,RW,Silver,74,88,68,66,74,55,74,2019-11-25 22:25:42
Perparim Hetemaj,Benevento,Italy Serie B,CM,Silver,74,76,71,71,74,43,67,2019-11-25 22:25:42
Philip Billing,Bournemouth,England Premier League,CM,Silver,74,68,62,66,66,74,81,2019-11-25 22:25:42
Pirmin Schwegler,Western Sydney Wanderers,Australia Hyundai A-League,CDM,Silver,74,66,39,48,58,75,75,2019-11-25 22:25:42
Luca Cigarini,Cagliari,Italy Serie A,CM,Silver,74,78,68,75,76,50,57,2019-11-25 22:25:42
Luca Antonelli,Empoli,Italy Serie B,LB,Silver,74,71,74,60,71,27,69,2019-11-25 22:25:42
Florent Hadergjonaj,Huddersfield Town,England EFL Championship,RB,Silver,74,70,75,57,69,35,77,2019-11-25 22:25:42
Valentín Vada,Girondins de Bordeaux,France Ligue 1,CM,Silver,74,59,71,73,72,57,64,2019-11-25 22:25:42
William,VfL Wolfsburg,Germany 1. Bundesliga,RB,Silver,74,64,59,57,61,73,73,2019-11-25 22:25:42
Darko Lazović,Hellas Verona,Italy Serie A,LM,Silver,74,86,67,66,73,69,75,2019-11-25 22:25:42
Shane Long,Southampton,England Premier League,ST,Silver,74,67,59,69,68,73,76,2019-11-25 22:25:42
Rouwen Hennings,Fortuna Düsseldorf,Germany 1. Bundesliga,ST,Silver,74,71,67,71,75,41,57,2019-11-25 22:25:42
Pierrick Capelle,Angers SCO,France Ligue 1,LM,Silver,74,68,72,55,72,35,69,2019-11-25 22:25:42
Patrick Roberts,Norwich City,England Premier League,RM,Silver,74,76,68,71,78,72,71,2019-11-25 22:25:42
Ivi,SD Huesca,Spain Segunda A,LM,Silver,74,92,51,66,72,69,69,2019-11-25 22:25:42
Rachid Ghezzal,Fiorentina,Italy Serie A,RW,Silver,74,54,32,56,50,74,74,2019-11-25 22:25:42
Jordan Ferri,Montpellier HSC,France Ligue 1,CM,Silver,74,85,68,70,81,20,51,2019-11-25 22:25:42
Stefan Ilsanker,RB Leipzig,Germany 1. Bundesliga,CDM,Silver,74,54,61,75,75,63,63,2019-11-25 22:25:42
Dwight McNeil,Burnley,England Premier League,LM,Silver,74,74,58,72,68,72,74,2019-11-25 22:25:42
Simone Missiroli,Spal,Italy Serie A,CM,Silver,74,76,70,73,73,43,60,2019-11-25 22:25:42
Ismaël Bennacer,Milan,Italy Serie A,CM,Silver,74,80,73,73,77,28,62,2019-11-25 22:25:42
Pablo Martinez,Nîmes Olympique,France Ligue 1,CB,Silver,74,63,64,75,73,68,71,2019-11-25 22:25:42
Sabin Merino,CD Leganés,Spain Primera Division,LW,Silver,74,70,44,61,66,76,75,2019-11-25 22:25:42
Eraso,CD Leganés,Spain Primera Division,CAM,Silver,74,79,56,71,71,71,61,2019-11-25 22:25:42
Bryan Dabo,Fiorentina,Italy Serie A,CM,Silver,74,70,32,62,61,73,75,2019-11-25 22:25:42
Iuri Medeiros,1. FC Nürnberg,Germany 2. Bundesliga,RW,Silver,74,49,51,72,72,69,73,2019-11-25 22:25:42
Riza Durmisi,Lazio,Italy Serie A,LB,Silver,74,48,38,53,50,76,75,2019-11-25 22:25:42
Sean Morrison,Cardiff City,England EFL Championship,CB,Silver,74,75,60,69,75,64,72,2019-11-25 22:25:42
Nicolò Zaniolo,Roma,Italy Serie A,CAM,Silver,74,94,64,70,75,66,76,2019-11-25 22:25:42
Romain Amalfitano,Dijon FCO,France Ligue 1,CM,Silver,74,79,63,69,78,49,58,2019-11-25 22:25:42
Aleix García,Mouscron,Belgium Jupiler Pro League,CM,Silver,74,54,73,64,69,30,67,2019-11-25 22:25:42
Felipe,Spal,Italy Serie A,CB,Silver,74,67,56,66,70,72,72,2019-11-25 22:25:42
Ozan Kabak,FC Schalke 04,Germany 1. Bundesliga,CB,Silver,74,96,60,61,83,31,75,2019-11-25 22:25:42
Marvin Zeegelaar,Watford,England Premier League,LB,Silver,74,47,33,44,54,76,74,2019-11-25 22:25:42
Álvaro García,Rayo Vallecano,Spain Segunda A,LM,Silver,74,60,66,72,75,69,75,2019-11-25 22:25:42
Antonio Barreca,Genoa,Italy Serie A,LB,Silver,74,70,71,72,78,65,74,2019-11-25 22:25:42
Peter Pekarík,Hertha BSC,Germany 1. Bundesliga,RB,Silver,74,76,53,65,68,72,70,2019-11-25 22:25:42
Lucas Torró,Eintracht Frankfurt,Germany 1. Bundesliga,CDM,Silver,74,67,67,68,69,69,74,2019-11-25 22:25:42
Mateo Pavlović,Angers SCO,France Ligue 1,CB,Silver,74,65,48,53,58,73,77,2019-11-25 22:25:42
Christian Atsu,Newcastle United,England Premier League,LM,Silver,74,61,68,74,72,62,55,2019-11-25 22:25:42
Marvin Bakalorz,Hannover 96,Germany 2. Bundesliga,CDM,Silver,74,57,54,68,66,72,79,2019-11-25 22:25:42
Douglas Luiz,Aston Villa,England Premier League,CM,Silver,74,49,66,78,73,55,55,2019-11-25 22:25:42
Diego Rico,Bournemouth,England Premier League,LB,Silver,74,64,44,59,66,74,73,2019-11-25 22:25:42
Jordan Amavi,Olympique de Marseille,France Ligue 1,LB,Silver,74,69,44,63,65,73,78,2019-11-25 22:25:42
Georges-Kévin Nkoudou,Tottenham Hotspur,England Premier League,LM,Silver,74,65,61,73,72,63,74,2019-11-25 22:25:42
Balenziaga,Athletic Club de Bilbao,Spain Primera Division,LB,Silver,74,78,50,66,74,72,67,2019-11-25 22:25:42
Pol Lirola,Fiorentina,Italy Serie A,RB,Silver,74,70,51,64,71,74,72,2019-11-25 22:25:42
Nicolas De Préville,Girondins de Bordeaux,France Ligue 1,CF,Silver,74,71,73,58,71,32,72,2019-11-25 22:25:42
Stéphane Bahoken,Angers SCO,France Ligue 1,ST,Silver,74,76,55,63,69,72,76,2019-11-25 22:25:42
Prince-Désir Gouano,Amiens SC,France Ligue 1,CB,Silver,74,74,76,67,74,40,77,2019-11-25 22:25:42
Hélder Costa,Leeds United,England EFL Championship,RM,Silver,74,74,76,67,74,40,77,2019-11-25 22:25:42
Sandro,Genoa,Italy Serie A,CDM,Silver,74,80,65,72,73,39,67,2019-11-25 22:25:42
Loïs Diony,AS Saint-Étienne,France Ligue 1,ST,Silver,74,79,69,60,67,25,74,2019-11-25 22:25:42
Paul Baysse,Girondins de Bordeaux,France Ligue 1,CB,Silver,74,87,44,64,69,67,72,2019-11-25 22:25:42
Mathías Olivera,Getafe CF,Spain Primera Division,LB,Silver,74,73,54,63,67,71,75,2019-11-25 22:25:42
Nicolai Müller,Eintracht Frankfurt,Germany 1. Bundesliga,RM,Silver,74,76,73,69,73,38,66,2019-11-25 22:25:42
Dimitri Foulquier,Watford,England Premier League,RM,Silver,74,72,64,70,74,61,63,2019-11-25 22:25:42
Manquillo,Newcastle United,England Premier League,RWB,Silver,74,54,60,74,71,67,65,2019-11-25 22:25:42
Junior Hoilett,Cardiff City,England EFL Championship,LM,Silver,74,80,69,59,74,29,60,2019-11-25 22:25:42
Luciano Vietto,Sporting CP,Portugal Liga NOS,ST,Silver,74,65,63,68,72,65,56,2019-11-25 22:25:42
Joe Ralls,Cardiff City,England EFL Championship,CM,Silver,74,70,68,77,76,35,58,2019-11-25 22:25:42
Pablo De Blasis,SD Eibar,Spain Primera Division,LM,Silver,74,59,66,68,68,72,71,2019-11-25 22:25:42
Pedro Rebocho,Beşiktaş,Turkey Süper Lig,LB,Silver,74,80,67,70,74,29,56,2019-11-25 22:25:42
Jonathan Silva,CD Leganés,Spain Primera Division,LWB,Silver,74,61,60,72,71,68,70,2019-11-25 22:25:42
Saša Lukić,Torino,Italy Serie A,CDM,Silver,74,82,71,65,75,28,55,2019-11-25 22:25:42
Jack Stephens,Southampton,England Premier League,CB,Silver,74,74,49,52,60,74,69,2019-11-25 22:25:42
Mirko Valdifiori,Spal,Italy Serie A,CDM,Silver,74,64,34,58,58,74,70,2019-11-25 22:25:42
Kyle Walker-Peters,Tottenham Hotspur,England Premier League,RB,Silver,74,74,70,66,69,45,72,2019-11-25 22:25:42
Emil Krafth,Newcastle United,England Premier League,RB,Silver,74,78,65,70,75,46,49,2019-11-25 22:25:42
Simon Falette,Eintracht Frankfurt,Germany 1. Bundesliga,CB,Silver,74,85,67,67,76,28,59,2019-11-25 22:25:42
Harry Arter,Fulham,England EFL Championship,CM,Silver,74,85,68,63,74,26,63,2019-11-25 22:25:42
Mathew Leckie,Hertha BSC,Germany 1. Bundesliga,RM,Silver,74,81,70,55,72,35,80,2019-11-25 22:25:42
Diego Rolán,FC Juárez,Mexico Liga MX,ST,Silver,74,82,60,66,76,65,66,2019-11-25 22:25:42
Stéphane M'Bia,Wuhan Zall,China Super League,CDM,Silver,74,82,69,65,70,45,66,2019-11-25 22:25:42
Merih Demiral,Piemonte Calcio,Italy Serie A,CB,Silver,74,82,70,66,77,37,63,2019-11-25 22:25:42
Ladislav Krejčí,Bologna,Italy Serie A,LW,Silver,74,79,57,69,71,70,75,2019-11-25 22:25:42
Lebo Mothiba,RC Strasbourg,France Ligue 1,ST,Silver,74,89,70,64,72,65,76,2019-11-25 22:25:42
Florian Niederlechner,FC Augsburg,Germany 1. Bundesliga,ST,Silver,74,67,60,63,69,72,83,2019-11-25 22:25:42
Jozabed,RC Celta de Vigo,Spain Primera Division,CM,Silver,74,73,65,71,70,61,76,2019-11-25 22:25:42
Chema Rodríguez,Nottingham Forest,England EFL Championship,CB,Silver,74,75,51,70,73,71,67,2019-11-25 22:25:42
Jeffrey Schlupp,Crystal Palace,England Premier League,LM,Silver,74,47,50,57,59,73,76,2019-11-25 22:25:42
Marcel Tisserand,VfL Wolfsburg,Germany 1. Bundesliga,CB,Silver,74,72,31,48,47,72,80,2019-11-25 22:25:42
Burgui,Deportivo Alavés,Spain Primera Division,LM,Silver,74,75,54,64,64,73,73,2019-11-25 22:25:42
Khouma Babacar,Lecce,Italy Serie A,ST,Silver,74,74,72,46,64,26,70,2019-11-25 22:25:42
Joel Obi,Chievo Verona,Italy Serie B,CM,Silver,74,61,35,48,57,74,71,2019-11-25 22:25:42
Ryan Fredericks,West Ham United,England Premier League,RB,Silver,74,77,59,67,68,70,73,2019-11-25 22:25:42
Bruno Ecuélé Manga,Dijon FCO,France Ligue 1,CB,Silver,74,79,69,68,73,46,64,2019-11-25 22:25:42
Gianluca Caprari,Sampdoria,Italy Serie A,CF,Silver,74,90,63,68,80,54,57,2019-11-25 22:25:42
Steven Davis,Rangers,Scotland Premiership,CM,Silver,74,83,63,65,77,44,50,2019-11-25 22:25:42
Jorge Miramón,Levante UD,Spain Primera Division,RB,Silver,74,73,65,75,75,55,64,2019-11-25 22:25:42
Iván Alejo,Cádiz CF,Spain Segunda A,RM,Silver,74,70,67,71,69,65,68,2019-11-25 22:25:42
Camillo Ciano,Frosinone,Italy Serie B,ST,Silver,74,89,59,65,75,66,66,2019-11-25 22:25:42
Sanjin Prcić,RC Strasbourg,France Ligue 1,CM,Silver,74,91,68,55,75,26,64,2019-11-25 22:25:42
Hamza Choudhury,Leicester City,England Premier League,CDM,Silver,74,66,45,58,59,73,74,2019-11-25 22:25:42
Lato,PSV,Holland Eredivisie,LB,Silver,74,88,54,63,73,69,69,2019-11-25 22:25:42
Alexander Hack,1. FSV Mainz 05,Germany 1. Bundesliga,CB,Silver,74,66,25,58,52,73,74,2019-11-25 22:25:42
Lorenzo Crisetig,Bologna,Italy Serie A,CM,Silver,74,80,69,72,72,43,66,2019-11-25 22:25:42
Stefan Bell,1. FSV Mainz 05,Germany 1. Bundesliga,CB,Silver,74,66,28,57,63,72,76,2019-11-25 22:25:42
Pape Cheikh Diop,RC Celta de Vigo,Spain Primera Division,CM,Silver,74,75,69,71,77,36,60,2019-11-25 22:25:42
Francis,Real Betis Balompié,Spain Primera Division,RM,Silver,74,71,74,72,72,41,65,2019-11-25 22:25:42
Luis Advíncula,Rayo Vallecano,Spain Segunda A,RB,Silver,74,69,58,61,57,72,81,2019-11-25 22:25:42
Aaron Lennon,Burnley,England Premier League,RM,Silver,74,63,35,43,48,72,77,2019-11-25 22:25:42
Joselu,Deportivo Alavés,Spain Primera Division,ST,Silver,74,63,45,51,60,72,79,2019-11-25 22:25:42
